Profile Name,Show,Has Watched,Is Interested,Event Date
Ale ,Breaking Bad,true,false,2018-10-28
Ale ,Naruto Shippuden,true,false,2018-10-28
Ale ,The Seven Deadly Sins,true,false,2018-10-28
Alan ,Supernatural,true,false,2017-01-20
Alan ,The 100,true,false,2017-01-20
Alan ,Vikings,true,false,2017-01-20
