Esn,Country,Region Code,Device Description,Ip,Ts
NFCDOP-01-JHD4Z8XE31YDCHCJFTNA5Y0CDTNRRC,BR,PR,Browser - Windows,143.208.41.176,2022-11-09 18:13:39
